,Unnamed: 0,input_data,output_data,received_data_real,received_data_imag,transmitted_data_real,transmitted_data_imag,encoded_data_real,encoded_data_imag,decoded_data_real,decoded_data_imag
2363,2363,143,135,-0.3586759865283966,-1.0148398876190186,0.07856949418783188,-0.217273473739624,1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2375,2375,65,57,-0.48024344444274897,0.13487981259822845,0.3037892282009125,-0.0004970312002114952,1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2378,2378,67,57,-0.477132648229599,-0.11172395944595337,0.3951579928398132,0.31400084495544434,1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2398,2398,42,41,0.049779966473579414,-0.5045262575149536,0.35587358474731445,0.057349633425474174,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2413,2413,17,13,0.9519040584564208,0.24519680440425876,0.5922839045524597,-0.06786268204450607,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2425,2425,183,173,0.2010362148284912,-0.1736980676651001,0.2554865777492523,0.1855372786521912,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2429,2429,5,5,-0.5801781415939331,0.6003934144973755,0.2104463577270508,-0.1945294588804245,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2434,2434,16,12,-0.020235083997249603,-0.450497567653656,0.9346100091934204,-0.1524461954832077,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2448,2448,15,24,0.9090704321861268,0.4289612472057343,-1.0062971115112305,-0.14407077431678772,1.4142135381698608,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2477,2477,111,107,-0.008067548274993895,-0.2798771858215332,0.8250967264175415,0.07733079046010971,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
2478,2478,103,107,-0.0774126797914505,-0.7104959487915039,0.34527236223220825,0.26417019963264465,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
2492,2492,219,225,-0.04837953299283981,-0.3209872245788574,-0.8320733308792114,0.06405232101678847,1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
2497,2497,179,183,0.462639182806015,-0.7692265510559082,-0.16945648193359375,0.4710702896118164,1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
2499,2499,72,73,-0.4527881443500519,-0.7193130850791931,-0.4141261577606201,-0.03048267401754856,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
2513,2513,183,173,-0.1908782124519348,1.465352177619934,0.26453641057014465,0.00942857563495636,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2517,2517,181,173,-0.0871460884809494,-0.3569731712341309,1.1920929132713809e-08,-0.5242640376091003,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,1.4142135381698608
